"types.resourceTypeGeneral: Descending","publication_year per year",Count
Dataset,"-30231623780000",1
Dataset,"-30136929380000",1
Dataset,"-29442618980000",1
Dataset,"-29411082980000",3
Dataset,"-29379546980000",4
Dataset,"-27107486180000",2
Dataset,"-24519719780000",1
Dataset,"-23225879780000",4
Dataset,"-18050519780000",1
Dataset,"-15589156580000",5
Dataset,"-15462926180000",1
Dataset,"-11707636580000",1
Dataset,"-11676100580000",2
Dataset,"-11360481380000",1
Dataset,"-11328945380000",1
Dataset,"-11234250980000",2
Dataset,"-11013326180000",1
Dataset,"-10824023780000",1
Dataset,"-10603098980000",1
Dataset,"-10476868580000",1
Dataset,"-10445332580000",1
Dataset,"-10413796580000",1
Dataset,"-10003482980000",2
Dataset,"-9971946980000",1
Dataset,"-9687950180000",1
Dataset,"-9656414180000",1
Dataset,"-9593255780000",2
Dataset,"-9561719780000",3
Dataset,"-9530183780000",1
Dataset,"-9498561380000",1
Dataset,"-9467025380000",1
Dataset,"-9435489380000",1
Dataset,"-9403953380000",2
Dataset,"-9372330980000",1
Dataset,"-9340794980000",1
Dataset,"-9309258980000",1
Dataset,"-9277722980000",1
Dataset,"-9246100580000",1
Dataset,"-9214564580000",1
Dataset,"-9056798180000",1
Dataset,"-8930567780000",1
Dataset,"-8267966180000",1
Dataset,"-8015505380000",1
Dataset,"-6974039780000",2
Dataset,"-6942503780000",1
Dataset,"-6910967780000",1
Dataset,"-6879431780000",1
Dataset,"-6847809380000",3
Dataset,"-6816273380000",1
Dataset,"-6784737380000",1
Dataset,"-6753201380000",1
Dataset,"-6721578980000",1
Dataset,"-6690042980000",6
Dataset,"-6658506980000",1
Dataset,"-6563812580000",1
Dataset,"-6406046180000",1
Dataset,"-6374510180000",1
Dataset,"-6342887780000",2
Dataset,"-6311351780000",8
Dataset,"-6248279780000",1
Dataset,"-6216657380000",2
Dataset,"-6153585380000",1
Dataset,"-6090426980000",1
Dataset,"-6058890980000",4
Dataset,"-6027354980000",2
Dataset,"-5995818980000",1
Dataset,"-5901124580000",1
Dataset,"-5869588580000",3
Dataset,"-5837966180000",1
Dataset,"-5806430180000",1
Dataset,"-5711735780000",1
Dataset,"-5648663780000",1
Dataset,"-5553969380000",2
Dataset,"-5490897380000",1
Dataset,"-5459274980000",2
Dataset,"-5427738980000",3
Dataset,"-5364666980000",1
Dataset,"-5301594980000",1
Dataset,"-5270058980000",4
Dataset,"-5238522980000",2
Dataset,"-5175364580000",1
Dataset,"-5143828580000",1
Dataset,"-5112292580000",2
Dataset,"-5080670180000",1
Dataset,"-5049134180000",2
Dataset,"-5017598180000",1
Dataset,"-4986062180000",4
Dataset,"-4954439780000",1
Dataset,"-4922903780000",1
Dataset,"-4891367780000",2
Dataset,"-4859831780000",1
Dataset,"-4828209380000",1
Dataset,"-4796673380000",1
Dataset,"-4765137380000",1
Dataset,"-4733601380000",1
Dataset,"-4670442980000",2
Dataset,"-4638906980000",3
Dataset,"-4607370980000",4
Dataset,"-4575748580000",3
Dataset,"-4544212580000",1
Dataset,"-4512676580000",6
Dataset,"-4481140580000",3
Dataset,"-4449518180000",1
Dataset,"-4417982180000",5
Dataset,"-4386446180000",5
Dataset,"-4354910180000",3
Dataset,"-4323287780000",3
Dataset,"-4291751780000",6
Dataset,"-4260215780000",52
Dataset,"-4228679780000",3
Dataset,"-4197057380000",12
Dataset,"-4165521380000",13
Dataset,"-4133985380000",28
Dataset,"-4102449380000",100
Dataset,"-4070826980000",75
Dataset,"-4039290980000",7
Dataset,"-4007754980000",6
Dataset,"-3976218980000",37
Dataset,"-3944596580000",10
Dataset,"-3913060580000",8
Dataset,"-3881524580000",6
Dataset,"-3849988580000",3
Dataset,"-3818366180000",12
Dataset,"-3786830180000",14
Dataset,"-3755294180000",15
Dataset,"-3723758180000",6
Dataset,"-3692135780000",8
Dataset,"-3660599780000",10
Dataset,"-3629063780000",6
Dataset,"-3597527780000",6
Dataset,"-3565905380000",10
Dataset,"-3534369380000",12
Dataset,"-3502833380000",21
Dataset,"-3471297380000",6
Dataset,"-3439674980000",7
Dataset,"-3408138980000",10
Dataset,"-3376602980000",20
Dataset,"-3345066980000",8
Dataset,"-3313444580000",8
Dataset,"-3281908580000",12
Dataset,"-3250372580000",10
Dataset,"-3218836580000",11
Dataset,"-3187214180000",7
Dataset,"-3155678180000",8
Dataset,"-3124142180000",11
Dataset,"-3092606180000",7
Dataset,"-3060983780000",15
Dataset,"-3029447780000",12
Dataset,"-2997911780000",5
Dataset,"-2966375780000",13
Dataset,"-2934753380000",15
Dataset,"-2903217380000",8
Dataset,"-2871681380000",10
Dataset,"-2840145380000",65
Dataset,"-2808522980000",70
Dataset,"-2776986980000",59
Dataset,"-2745450980000",14
Dataset,"-2713914980000",13
Dataset,"-2682292580000",6
Dataset,"-2650756580000",29
Dataset,"-2619220580000",17
Dataset,"-2587684580000",57
Dataset,"-2556062180000",54
Dataset,"-2524526180000",22
Dataset,"-2492989200000",12
Dataset,"-2461453200000",22
Dataset,"-2429830800000",17
Dataset,"-2398294800000",22
Dataset,"-2366758800000",21
Dataset,"-2335222800000",17
Dataset,"-2303600400000",19
Dataset,"-2272064400000",10
Dataset,"-2240528400000",17
Dataset,"-2208992400000",184
Dataset,"-2177456400000",11
Dataset,"-2145920400000",31
Dataset,"-2114384400000",14
Dataset,"-2082848400000",11
Dataset,"-2051226000000",18
Dataset,"-2019690000000",10
Dataset,"-1988154000000",15
Dataset,"-1956618000000",10
Dataset,"-1924995600000",11
Dataset,"-1893459600000",14
Dataset,"-1861923600000",12
Dataset,"-1830387600000",26
Dataset,"-1798765200000",22
Dataset,"-1767229200000",6728
Dataset,"-1735693200000",8831
Dataset,"-1704157200000",7512
Dataset,"-1672534800000",40
Dataset,"-1640998800000",6380
Dataset,"-1609462800000",17
Dataset,"-1577926800000",54
Dataset,"-1546304400000",28
Dataset,"-1514768400000",180
Dataset,"-1483232400000",23
Dataset,"-1451696400000",22
Dataset,"-1420074000000",14
Dataset,"-1388538000000",37
Dataset,"-1357002000000",16
Dataset,"-1325466000000",54
Dataset,"-1293843600000",86
Dataset,"-1262307600000",76
Dataset,"-1230771600000",18
Dataset,"-1199235600000",73
Dataset,"-1167613200000",39
Dataset,"-1136077200000",528
Dataset,"-1104541200000",655
Dataset,"-1073005200000",790
Dataset,"-1041382800000",11096
Dataset,"-1009846800000",33774
Dataset,"-978310800000",1076
Dataset,"-946774800000",26
Dataset,"-915152400000",12
Dataset,"-883620000000",39
Dataset,"-852080400000",17
Dataset,"-820544400000",15
Dataset,"-788922000000",15
Dataset,"-757386000000",31
Dataset,"-725850000000",21
Dataset,"-694314000000",49
Dataset,"-662691600000",26
Dataset,"-631155600000",27
Dataset,"-599619600000",48
Dataset,"-568083600000",39
Dataset,"-536461200000",35
Dataset,"-504925200000",53
Dataset,"-473389200000",56
Dataset,"-441853200000",60
Dataset,"-410230800000",70
Dataset,"-378694800000",63
Dataset,"-347158800000",68
Dataset,"-315622800000",107
Dataset,"-284000400000",75
Dataset,"-252464400000",138
Dataset,"-220928400000",130
Dataset,"-189392400000",1102
Dataset,"-157770000000",184
Dataset,"-126234000000",220
Dataset,"-94698000000",172
Dataset,"-63162000000",250
Dataset,"-31539600000",308
Dataset,"-3600000",6495
Dataset,31532400000,362
Dataset,63068400000,417
Dataset,94690800000,454
Dataset,126226800000,405
Dataset,157762800000,463
Dataset,189298800000,507
Dataset,220921200000,2058
Dataset,252457200000,2848
Dataset,283993200000,1783
Dataset,315529200000,2351
Dataset,347151600000,3365
Dataset,378687600000,2126
Dataset,410223600000,2340
Dataset,441759600000,5054
Dataset,473382000000,2960
Dataset,504918000000,2422
Dataset,536454000000,2706
Dataset,567990000000,2964
Dataset,599612400000,3810
Dataset,631148400000,4079
Dataset,662684400000,4702
Dataset,694220400000,5105
Dataset,725842800000,3537
Dataset,757378800000,4619
Dataset,788914800000,5533
Dataset,820450800000,8630
Dataset,852073200000,8832
Dataset,883609200000,9401
Dataset,915145200000,17464
Dataset,946681200000,24831
Dataset,978303600000,31136
Dataset,1009839600000,38852
Dataset,1041375600000,62970
Dataset,1072911600000,62567
Dataset,1104534000000,134053
Dataset,1136070000000,115952
Dataset,1167606000000,129662
Dataset,1199142000000,91457
Dataset,1230764400000,91459
Dataset,1262300400000,98777
Dataset,1293836400000,130346
Dataset,1325372400000,337526
Dataset,1356994800000,198958
Dataset,1388530800000,501810
Dataset,1420066800000,1067243
Dataset,1451602800000,485508
Dataset,1483225200000,871898
Dataset,1514761200000,1056695
Dataset,1546297200000,1029701
Dataset,1577833200000,1509425
Dataset,1609455600000,2697931
Dataset,1640991600000,1317111
Dataset,1672527600000,1426
Dataset,1704063600000,884
Dataset,1735686000000,1118
Dataset,1767222000000,20
Dataset,1798758000000,3
Dataset,1830294000000,7
Dataset,1861916400000,7
Dataset,1893452400000,10
Dataset,1924988400000,15
Dataset,1956524400000,6
Dataset,2082754800000,2
Dataset,2240607600000,5
Dataset,2272143600000,3
Dataset,2366838000000,2
Dataset,2398374000000,4
Dataset,4070905200000,2
Dataset,4197049200000,1
Dataset,4260207600000,1
Dataset,8930646000000,2
Dataset,8962182000000,1
Dataset,8993718000000,1
Dataset,9025254000000,1
Dataset,9088412400000,1
Dataset,9119948400000,2
Dataset,16378153200000,2
Dataset,16788294000000,1
Dataset,16914524400000,1
Dataset,16977596400000,3
Dataset,17040754800000,4
Dataset,17072290800000,6
Dataset,17103826800000,4
Dataset,17135449200000,5
Dataset,17166985200000,10
Dataset,17198521200000,12
Dataset,17230057200000,5
Dataset,17261679600000,5
Dataset,17293215600000,8
Dataset,17324751600000,12
Dataset,17356287600000,10
Dataset,17387910000000,11
Dataset,17419446000000,14
Dataset,17450982000000,21
Dataset,17482518000000,11
Dataset,17514140400000,33
Dataset,17545676400000,41
Dataset,17577212400000,47
Dataset,17608748400000,69
Dataset,17640370800000,152
Dataset,17671906800000,276
Dataset,17703442800000,303
Dataset,17734978800000,491
Dataset,17766601200000,241
Dataset,17798137200000,855
Dataset,17829673200000,1399
Dataset,17861209200000,1462
Dataset,17892831600000,1302
Dataset,17924367600000,309
Dataset,17955903600000,1517
Dataset,17987439600000,1613
Dataset,18019062000000,1534
Dataset,18050598000000,2765
Dataset,18082134000000,2038
Dataset,18113670000000,2503
Dataset,18145292400000,5300
Dataset,18176828400000,7162
Dataset,18208364400000,7621
Dataset,18239900400000,8015
Dataset,18271522800000,10132
Dataset,18303058800000,9714
Dataset,18334594800000,10517
Dataset,18366130800000,10520
Dataset,18397753200000,8249
Dataset,18429289200000,7210
Dataset,18460825200000,4958
Dataset,18492361200000,4961
Dataset,18523983600000,5383
Dataset,18555519600000,6939
Dataset,18587055600000,6597
Dataset,18618591600000,5969
Dataset,18650214000000,4628
Dataset,18681750000000,3282
Dataset,18713286000000,1513
Dataset,18744822000000,490
Dataset,18776444400000,178
Dataset,18807980400000,1
Dataset,30547148400000,1
Dataset,32472140400000,1
Dataset,32503676400000,3
Dataset,33134742000000,1
Dataset,93661052400000,1
Dataset,188331865200000,1
Dataset,227935897200000,1
Dataset,253370761200000,393
Text,"-30610228580000",19
Text,"-30578692580000",77
Text,"-30452462180000",1
Text,"-30263159780000",1
Text,"-30231623780000",2
Text,"-30168465380000",1
Text,"-30105393380000",2
Text,"-30073770980000",1
Text,"-30042234980000",1
Text,"-30010698980000",1
Text,"-29979162980000",3
Text,"-29789774180000",9
Text,"-29758238180000",1
Text,"-29537313380000",11
Text,"-29411082980000",1
Text,"-29348010980000",2
Text,"-29253316580000",1
Text,"-29190158180000",1
Text,"-29158622180000",6
Text,"-29127086180000",1
Text,"-29032391780000",1
Text,"-29000855780000",22
Text,"-28906161380000",1
Text,"-28843089380000",2
Text,"-28716858980000",2
Text,"-28495934180000",1
Text,"-28243473380000",1
Text,"-28211937380000",1
Text,"-28180314980000",1
Text,"-28085706980000",6
Text,"-27896318180000",1
Text,"-27864782180000",1
Text,"-27454554980000",14
Text,"-27423018980000",119
Text,"-27359946980000",12
Text,"-27296788580000",2
Text,"-26981255780000",2
Text,"-26855025380000",2
Text,"-26728794980000",1
Text,"-26665636580000",1
Text,"-26634100580000",1
Text,"-26444798180000",3
Text,"-26192337380000",1
Text,"-26160714980000",1
Text,"-26066106980000",1
Text,"-26034484580000",1
Text,"-26002948580000",1
Text,"-25908254180000",2
Text,"-25876718180000",9
Text,"-25845182180000",17
Text,"-25782023780000",1
Text,"-25718951780000",1
Text,"-25687415780000",1
Text,"-25561185380000",3
Text,"-25529562980000",1
Text,"-25434954980000",2
Text,"-25403332580000",1
Text,"-25340260580000",3
Text,"-25245566180000",1
Text,"-25150871780000",1
Text,"-25056263780000",5
Text,"-24961569380000",1
Text,"-24930033380000",6
Text,"-24772180580000",1
Text,"-24740644580000",11
Text,"-24645950180000",1
Text,"-24614414180000",3
Text,"-24519719780000",1
Text,"-24425111780000",1
Text,"-24393489380000",1
Text,"-24361953380000",3
Text,"-24298881380000",34
Text,"-24267258980000",226
Text,"-24141028580000",1
Text,"-24109492580000",1
Text,"-24077956580000",1
Text,"-24014798180000",1
Text,"-23888567780000",2
Text,"-23857031780000",1
Text,"-23762337380000",1
Text,"-23730801380000",1
Text,"-23667729380000",7
Text,"-23604570980000",2
Text,"-23573034980000",1
Text,"-23541498980000",2
Text,"-23509876580000",7
Text,"-23478340580000",7
Text,"-23446804580000",1
Text,"-23383646180000",6
Text,"-23352110180000",5
Text,"-23320574180000",3
Text,"-23289038180000",6
Text,"-23257415780000",5
Text,"-23225879780000",3
Text,"-23194343780000",2
Text,"-23162807780000",2
Text,"-23131185380000",1
Text,"-23099649380000",3
Text,"-23068113380000",2
Text,"-23036577380000",2
Text,"-23004954980000",1
Text,"-22973418980000",2
Text,"-22910346980000",3
Text,"-22878724580000",15
Text,"-22847188580000",10
Text,"-22815652580000",5
Text,"-22784116580000",5
Text,"-22720958180000",18
Text,"-22689422180000",29
Text,"-22626263780000",3
Text,"-22594727780000",2
Text,"-22563191780000",1
Text,"-22531655780000",4
Text,"-22500033380000",11
Text,"-22468497380000",2
Text,"-22436961380000",3
Text,"-22405425380000",6
Text,"-22373802980000",2
Text,"-22342266980000",6
Text,"-22310730980000",1
Text,"-22279194980000",2
Text,"-22247572580000",5
Text,"-22216036580000",3
Text,"-22184500580000",3
Text,"-22152964580000",4
Text,"-22121342180000",2
Text,"-22089806180000",3
Text,"-21995111780000",1
Text,"-21963575780000",1
Text,"-21932039780000",10
Text,"-21900503780000",10
Text,"-21868881380000",2
Text,"-21805809380000",2
Text,"-21774273380000",9
Text,"-21742650980000",3
Text,"-21679578980000",1
Text,"-21648042980000",4
Text,"-21616420580000",3
Text,"-21584884580000",26
Text,"-21553348580000",3
Text,"-21521812580000",2
Text,"-21458654180000",3
Text,"-21427118180000",1
Text,"-21395582180000",3
Text,"-21363959780000",1
Text,"-21332423780000",6
Text,"-21300887780000",2
Text,"-21269351780000",1
Text,"-21237729380000",8
Text,"-21206193380000",1
Text,"-21174657380000",1
Text,"-21143121380000",77
Text,"-21111585380000",455
Text,"-21080049380000",2
Text,"-21016977380000",3
Text,"-20985354980000",2
Text,"-20953818980000",3
Text,"-20922282980000",2
Text,"-20890746980000",2
Text,"-20827588580000",3
Text,"-20796052580000",3
Text,"-20732894180000",3
Text,"-20701358180000",1
Text,"-20669822180000",6
Text,"-20638286180000",3
Text,"-20606663780000",5
Text,"-20575127780000",3
Text,"-20543591780000",4
Text,"-20512055780000",9
Text,"-20480433380000",4
Text,"-20417361380000",4
Text,"-20385825380000",8
Text,"-20354202980000",11
Text,"-20322666980000",6
Text,"-20291130980000",4
Text,"-20259594980000",3
Text,"-20227972580000",3
Text,"-20196436580000",5
Text,"-20164900580000",1
Text,"-20133364580000",3
Text,"-20101742180000",3
Text,"-20070206180000",7
Text,"-20038670180000",1
Text,"-20007134180000",2
Text,"-19975511780000",2
Text,"-19943975780000",1
Text,"-19912439780000",2
Text,"-19880903780000",10
Text,"-19849281380000",4
Text,"-19817745380000",1
Text,"-19786209380000",4
Text,"-19754673380000",8
Text,"-19723050980000",22
Text,"-19691514980000",11
Text,"-19659978980000",4
Text,"-19628442980000",4
Text,"-19596820580000",3
Text,"-19565284580000",23
Text,"-19533748580000",52
Text,"-19502212580000",7
Text,"-19470590180000",3
Text,"-19439054180000",5
Text,"-19407518180000",1
Text,"-19375982180000",7
Text,"-19344359780000",3
Text,"-19312823780000",3
Text,"-19281287780000",4
Text,"-19249751780000",6
Text,"-19218129380000",2
Text,"-19186593380000",4
Text,"-19155057380000",4
Text,"-19123521380000",7
Text,"-19091898980000",9
Text,"-19060362980000",4
Text,"-19028826980000",8
Text,"-18997290980000",3
Text,"-18965668580000",6
Text,"-18934132580000",5
Text,"-18902596580000",5
Text,"-18871060580000",5
Text,"-18839438180000",1
Text,"-18807902180000",2
Text,"-18776366180000",8
Text,"-18744830180000",13
Text,"-18713207780000",1
Text,"-18681671780000",3
Text,"-18650135780000",4
Text,"-18618599780000",15
Text,"-18586977380000",3
Text,"-18555441380000",5
Text,"-18523905380000",2
Text,"-18492369380000",5
Text,"-18460746980000",6
Text,"-18429210980000",28
Text,"-18397674980000",11
Text,"-18366138980000",1
Text,"-18334516580000",6
Text,"-18302980580000",15
Text,"-18271444580000",7
Text,"-18239908580000",4
Text,"-18208286180000",5
Text,"-18176750180000",3
Text,"-18145214180000",6
Text,"-18113678180000",6
Text,"-18082055780000",10
Text,"-18050519780000",9
Text,"-18018983780000",5
Text,"-17987447780000",124
Text,"-17955911780000",741
Text,"-17924375780000",3
Text,"-17892839780000",2
Text,"-17861303780000",13
Text,"-17829681380000",10
Text,"-17798145380000",2
Text,"-17766609380000",13
Text,"-17735073380000",6
Text,"-17703450980000",9
Text,"-17671914980000",14
Text,"-17640378980000",8
Text,"-17608842980000",5
Text,"-17577220580000",9
Text,"-17545684580000",9
Text,"-17514148580000",15
Text,"-17482612580000",5
Text,"-17450990180000",10
Text,"-17419454180000",8
Text,"-17387918180000",14
Text,"-17356382180000",31
Text,"-17324759780000",10
Text,"-17293223780000",6
Text,"-17261687780000",9
Text,"-17230151780000",10
Text,"-17198529380000",37
Text,"-17166993380000",21
Text,"-17135457380000",10
Text,"-17103921380000",10
Text,"-17072298980000",4
Text,"-17040762980000",36
Text,"-17009226980000",11
Text,"-16977690980000",7
Text,"-16946068580000",7
Text,"-16914532580000",9
Text,"-16882996580000",11
Text,"-16851460580000",10
Text,"-16819838180000",9
Text,"-16788302180000",14
Text,"-16756766180000",8
Text,"-16725230180000",33
Text,"-16693607780000",19
Text,"-16662071780000",22
Text,"-16630535780000",15
Text,"-16598999780000",13
Text,"-16567377380000",60
Text,"-16535841380000",26
Text,"-16504305380000",21
Text,"-16472769380000",7
Text,"-16441146980000",10
Text,"-16409610980000",83
Text,"-16378074980000",87
Text,"-16346538980000",15
Text,"-16314916580000",9
Text,"-16283380580000",8
Text,"-16251844580000",16
Text,"-16220308580000",21
Text,"-16188686180000",19
Text,"-16157150180000",10
Text,"-16125614180000",15
Text,"-16094078180000",48
Text,"-16062455780000",14
Text,"-16030919780000",15
Text,"-15999383780000",27
Text,"-15967847780000",11
Text,"-15936225380000",23
Text,"-15904689380000",10
Text,"-15873153380000",18
Text,"-15841617380000",14
Text,"-15809994980000",17
Text,"-15778458980000",60
Text,"-15746922980000",23
Text,"-15715386980000",56
Text,"-15683764580000",35
Text,"-15652228580000",54
Text,"-15620692580000",72
Text,"-15589156580000",43
Text,"-15557534180000",39
Text,"-15525998180000",49
Text,"-15494462180000",32
Text,"-15462926180000",57
Text,"-15431303780000",43
Text,"-15399767780000",47
Text,"-15368231780000",56
Text,"-15336695780000",31
Text,"-15305073380000",64
Text,"-15273537380000",66
Text,"-15242001380000",62
Text,"-15210465380000",61
Text,"-15178842980000",77
Text,"-15147306980000",69
Text,"-15115770980000",37
Text,"-15084234980000",62
Text,"-15052612580000",48
Text,"-15021076580000",165
Text,"-14989540580000",67
Text,"-14958004580000",78
Text,"-14926382180000",74
Text,"-14894846180000",75
Text,"-14863310180000",75
Text,"-14831774180000",388
Text,"-14800238180000",221
Text,"-14768702180000",65
Text,"-14737166180000",65
Text,"-14705630180000",51
Text,"-14674007780000",47
Text,"-14642471780000",55
Text,"-14610935780000",57
Text,"-14579399780000",66
Text,"-14547777380000",53
Text,"-14516241380000",70
Text,"-14484705380000",54
Text,"-14453169380000",48
Text,"-14421546980000",61
Text,"-14390010980000",80
Text,"-14358474980000",90
Text,"-14326938980000",75
Text,"-14295316580000",70
Text,"-14263780580000",138
Text,"-14232244580000",153
Text,"-14200708580000",171
Text,"-14169086180000",200
Text,"-14137550180000",155
Text,"-14106014180000",216
Text,"-14074478180000",170
Text,"-14042855780000",181
Text,"-14011319780000",182
Text,"-13979783780000",106
Text,"-13948247780000",101
Text,"-13916625380000",109
Text,"-13885089380000",135
Text,"-13853553380000",101
Text,"-13822017380000",119
Text,"-13790394980000",231
Text,"-13758858980000",113
Text,"-13727322980000",127
Text,"-13695786980000",175
Text,"-13664164580000",134
Text,"-13632628580000",121
Text,"-13601092580000",122
Text,"-13569556580000",234
Text,"-13537934180000",123
Text,"-13506398180000",137
Text,"-13474862180000",159
Text,"-13443326180000",166
Text,"-13411703780000",236
Text,"-13380167780000",185
Text,"-13348631780000",135
Text,"-13317095780000",148
Text,"-13285473380000",156
Text,"-13253937380000",328
Text,"-13222401380000",192
Text,"-13190865380000",204
Text,"-13159242980000",229
Text,"-13127706980000",230
Text,"-13096170980000",239
Text,"-13064634980000",299
Text,"-13033012580000",269
Text,"-13001476580000",233
Text,"-12969940580000",202
Text,"-12938404580000",327
Text,"-12906782180000",270
Text,"-12875246180000",231
Text,"-12843710180000",282
Text,"-12812174180000",243
Text,"-12780551780000",212
Text,"-12749015780000",244
Text,"-12717479780000",203
Text,"-12685943780000",229
Text,"-12654321380000",351
Text,"-12622785380000",585
Text,"-12591249380000",231
Text,"-12559713380000",222
Text,"-12528090980000",263
Text,"-12496554980000",303
Text,"-12465018980000",404
Text,"-12433482980000",304
Text,"-12401860580000",304
Text,"-12370324580000",364
Text,"-12338788580000",393
Text,"-12307252580000",529
Text,"-12275630180000",479
Text,"-12244094180000",432
Text,"-12212558180000",374
Text,"-12181022180000",399
Text,"-12149399780000",391
Text,"-12117863780000",401
Text,"-12086327780000",436
Text,"-12054791780000",611
Text,"-12023169380000",385
Text,"-11991633380000",477
Text,"-11960097380000",406
Text,"-11928561380000",549
Text,"-11896938980000",540
Text,"-11865402980000",487
Text,"-11833866980000",510
Text,"-11802330980000",554
Text,"-11770708580000",527
Text,"-11739172580000",599
Text,"-11707636580000",524
Text,"-11676100580000",978
Text,"-11644478180000",722
Text,"-11612942180000",457
Text,"-11581406180000",479
Text,"-11549870180000",395
Text,"-11518247780000",386
Text,"-11486711780000",387
Text,"-11455175780000",398
Text,"-11423639780000",444
Text,"-11392017380000",465
Text,"-11360481380000",617
Text,"-11328945380000",434
Text,"-11297409380000",429
Text,"-11265786980000",495
Text,"-11234250980000",415
Text,"-11202714980000",391
Text,"-11171178980000",375
Text,"-11139556580000",376
Text,"-11108020580000",443
Text,"-11076484580000",490
Text,"-11044948580000",578
Text,"-11013326180000",466
Text,"-10981790180000",328
Text,"-10950254180000",298
Text,"-10918718180000",387
Text,"-10887095780000",267
Text,"-10855559780000",237
Text,"-10824023780000",215
Text,"-10792487780000",274
Text,"-10760865380000",291
Text,"-10729329380000",322
Text,"-10697793380000",326
Text,"-10666257380000",314
Text,"-10634634980000",263
Text,"-10603098980000",337
Text,"-10571562980000",264
Text,"-10540026980000",240
Text,"-10508404580000",187
Text,"-10476868580000",189
Text,"-10445332580000",195
Text,"-10413796580000",265
Text,"-10382174180000",191
Text,"-10350638180000",193
Text,"-10319102180000",232
Text,"-10287566180000",264
Text,"-10255943780000",223
Text,"-10224407780000",221
Text,"-10192871780000",214
Text,"-10161335780000",267
Text,"-10129713380000",242
Text,"-10098177380000",356
Text,"-10066641380000",267
Text,"-10035105380000",296
Text,"-10003482980000",272
Text,"-9971946980000",294
Text,"-9940410980000",350
Text,"-9908874980000",257
Text,"-9877252580000",219
Text,"-9845716580000",275
Text,"-9814180580000",299
Text,"-9782644580000",354
Text,"-9751022180000",287
Text,"-9719486180000",307
Text,"-9687950180000",288
Text,"-9656414180000",332
Text,"-9624791780000",369
Text,"-9593255780000",369
Text,"-9561719780000",353
Text,"-9530183780000",368
Text,"-9498561380000",338
Text,"-9467025380000",448
Text,"-9435489380000",285
Text,"-9403953380000",280
Text,"-9372330980000",393
Text,"-9340794980000",329
Text,"-9309258980000",324
Text,"-9277722980000",284
Text,"-9246100580000",298
Text,"-9214564580000",282
Text,"-9183028580000",338
Text,"-9151492580000",368
Text,"-9119870180000",340
Text,"-9088334180000",264
Text,"-9056798180000",305
Text,"-9025262180000",269
Text,"-8993639780000",308
Text,"-8962103780000",276
Text,"-8930567780000",263
Text,"-8899031780000",296
Text,"-8867409380000",280
Text,"-8835873380000",279
Text,"-8804337380000",313
Text,"-8772801380000",305
Text,"-8741178980000",320
Text,"-8709642980000",323
Text,"-8678106980000",359
Text,"-8646570980000",344
Text,"-8614948580000",342
Text,"-8583412580000",553
Text,"-8551876580000",465
Text,"-8520340580000",1310
Text,"-8488804580000",557
Text,"-8457268580000",443
Text,"-8425732580000",354
Text,"-8394196580000",327
Text,"-8362574180000",352
Text,"-8331038180000",374
Text,"-8299502180000",360
Text,"-8267966180000",452
Text,"-8236343780000",447
Text,"-8204807780000",530
Text,"-8173271780000",478
Text,"-8141735780000",600
Text,"-8110113380000",533
Text,"-8078577380000",510
Text,"-8047041380000",462
Text,"-8015505380000",493
Text,"-7983882980000",437
Text,"-7952346980000",543
Text,"-7920810980000",584
Text,"-7889274980000",892
Text,"-7857652580000",431
Text,"-7826116580000",459
Text,"-7794580580000",441
Text,"-7763044580000",500
Text,"-7731422180000",390
Text,"-7699886180000",418
Text,"-7668350180000",425
Text,"-7636814180000",481
Text,"-7605191780000",415
Text,"-7573655780000",486
Text,"-7542119780000",400
Text,"-7510583780000",621
Text,"-7478961380000",452
Text,"-7447425380000",543
Text,"-7415889380000",372
Text,"-7384353380000",412
Text,"-7352730980000",404
Text,"-7321194980000",435
Text,"-7289658980000",387
Text,"-7258122980000",577
Text,"-7226500580000",510
Text,"-7194964580000",410
Text,"-7163428580000",507
Text,"-7131892580000",451
Text,"-7100270180000",397
Text,"-7068734180000",427
Text,"-7037198180000",453
Text,"-7005662180000",490
Text,"-6974039780000",564
Text,"-6942503780000",836
Text,"-6910967780000",534
Text,"-6879431780000",636
Text,"-6847809380000",6555
Text,"-6816273380000",550
Text,"-6784737380000",554
Text,"-6753201380000",762
Text,"-6721578980000",700
Text,"-6690042980000",10273
Text,"-6658506980000",620
Text,"-6626970980000",1591
Text,"-6595348580000",587
Text,"-6563812580000",557
Text,"-6532276580000",639
Text,"-6500740580000",593
Text,"-6469118180000",708
Text,"-6437582180000",752
Text,"-6406046180000",718
Text,"-6374510180000",919
Text,"-6342887780000",723
Text,"-6311351780000",1128
Text,"-6279815780000",754
Text,"-6248279780000",762
Text,"-6216657380000",911
Text,"-6185121380000",868
Text,"-6153585380000",882
Text,"-6122049380000",788
Text,"-6090426980000",951
Text,"-6058890980000",1068
Text,"-6027354980000",1150
Text,"-5995818980000",1416
Text,"-5964196580000",1482
Text,"-5932660580000",1496
Text,"-5901124580000",1322
Text,"-5869588580000",1123
Text,"-5837966180000",1109
Text,"-5806430180000",1084
Text,"-5774894180000",964
Text,"-5743358180000",1258
Text,"-5711735780000",1136
Text,"-5680199780000",1413
Text,"-5648663780000",1041
Text,"-5617127780000",1102
Text,"-5585505380000",1109
Text,"-5553969380000",1133
Text,"-5522433380000",1217
Text,"-5490897380000",1018
